codigo;Empresa;cnpj;estreia_bolsa;funcionarios;fundada;papeis_empresa;cotacao;rent_mes;rent_3_meses;rent_1_ano;rent_2_anos;rent_5_anos;rent_10_anos;rent_real_mes;rent_real_3_meses;rent_real_1_ano;rent_real_2_anos;rent_real_5_anos;rent_real_10_anos;p/l;p/vp;dividend yield;payout;margem liquida;margem bruta;margem ebit;margem ebitda;ev/ebitda;ev/ebit;p/ebitda;p/ebit;p/ativo;p/cap giro;p/ativ circ liq;psr;vpa;lpa;giro ativos;roe;roic;roa;dívida líquida/patrimônio;dívida líquida/ebitda;dívida líquida/ebit;dívida bruta/patrimônio;patrimônio/ativos;passivos/ativos;liquidez corrente;cagr receitas 5 anos;cagr lucros 5 anos;valor mercado;valor firma;patrimorio liquido;total de papeis;ativos;ativo circulante;divida bruta;divida liquida;disponibilidade;segmento listagem;free float;tag along;liquidez media diaria;setor;segmento
CATA3;cia industrial cataguases;19526748/0001-50;1973;1303;1936;CATA4. CATA3;103.61;;;;;;;;-0.15;;;;;0.62;0.09;19.03;12.38;7.21;28.42;8.62;10.53;1.89;2.31;0.43;0.52;0.04;0.15;-0.1;0.04;1200.11;166.73;0.86;13.89;7.87;6.4;0.3;1.47;1.8;0.62;0.44;0.56;1.69;13.7;;14940000.0;67017000.0;174391000.0;145000.0;392470000.0;248658000.0;107950000.0;52077000.0;55873000.0;Tradicional;17.58;;;Fios e Tecidos;
CATA4;cia industrial cataguases;19526748/0001-50;1973;1303;1936;CATA4. CATA3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;12.38;7.21;28.42;8.62;10.53;1.89;2.31;;;;;;;1200.11;166.73;0.86;13.89;7.87;6.4;0.3;1.47;1.8;0.62;0.44;0.56;1.69;13.7;;14940000.0;67017000.0;174391000.0;145000.0;392470000.0;248658000.0;107950000.0;52077000.0;55873000.0;Tradicional;17.58;;;Fios e Tecidos;
CBAV3;cba;61409892/0001-73;;;;CBAV3;4.65;-22.63;-17.26;;-57.03;;;-22.63;-17.38;;-62.41;;;3.87;0.54;9.48;7.9;8.46;13.67;9.93;16.39;3.71;6.12;2.0;3.3;0.21;1.01;-0.34;0.33;8.69;1.2;0.64;13.81;6.88;6.13;0.46;1.71;2.82;0.71;0.39;0.59;2.25;;;2770624000.0;5134142000.0;5177033000.0;595833000.0;13163678000.0;4958359000.0;3659952000.0;2363518000.0;1296434000.0;Nível 1;32.11;100.00;55371000.0;Bens Industriais;Máquinas e Equipamentos Industriais 
CBEE3;ampla energia e servicos;33050071/0001-58;1969;1046;1909;CBEE3;13.7;-6.36;12.3;-13.4;-40.48;-32.82;;-6.36;12.13;-16.62;-47.94;-48.95;;-23.89;0.63;;-62.45;-1.79;16.74;10.95;19.1;5.68;9.91;2.24;3.9;0.19;-1.63;-0.23;0.43;21.7;-0.57;0.43;-2.64;7.73;-0.78;0.97;3.44;6.0;1.06;0.29;0.71;0.64;7.13;;3290875000.0;8356490000.0;5211597000.0;240209000.0;17741965000.0;3633784000.0;5536360000.0;5065615000.0;470745000.0;Nível 1;0.2;;6000.0;Utilidade Pública;Energia Elétrica 
CCRO3;ccr;02846056/0001-97;2000;10425;1998;CCRO3;13.46;-4.27;3.43;13.93;1.16;53.77;19.47;-4.27;3.28;9.69;-11.52;16.86;-33.32;20.85;2.25;2.45;51.03;8.86;46.4;37.33;48.09;6.68;8.61;3.84;4.95;0.54;-14.25;-0.68;1.85;5.97;0.65;0.29;10.81;11.32;2.76;1.67;2.84;3.66;2.27;0.24;0.75;0.85;8.66;17.14;27189200000.0;47309866000.0;12058890000.0;2020000000.0;50784482000.0;10914601000.0;27417000000.0;20120666000.0;7296334000.0;Novo Mercado;49.43;100.00;135254000.0;Bens Industriais;Exploração de Rodovias 
CEAB3;cea modas;45242914/0001-05;;;1981;CEAB3;4.89;-6.86;59.8;102.9;-63.64;;;-6.86;59.56;95.34;-68.2;;;55.29;0.52;;;0.44;50.8;12.89;19.13;1.91;2.83;1.27;1.88;0.17;0.98;-0.32;0.24;9.31;0.09;0.69;0.95;15.25;0.3;0.27;0.64;0.96;0.78;0.32;0.68;1.56;3.81;-30.95;1507318000.0;2273931000.0;2871200000.0;308245000.0;9038000000.0;4311200000.0;2227000000.0;766613000.0;1460387000.0;Novo Mercado;34.18;100.00;29300000.0;Consumo Cíclico;Tecidos  Vestuário e Calçados 
CEBR3;cia energética de brasilia;00070698/0001-11;1994;885;1968;CEBR6. CEBR5. CEBR3;13.41;6.85;13.05;2.29;-25.46;;;6.85;12.88;-1.52;-34.8;;;4.61;0.94;11.12;53.38;63.06;53.18;88.45;;;0.99;;3.29;0.66;1.44;-1.48;2.91;14.28;2.91;0.23;20.37;19.43;18.3;-0.69;;-2.42;;0.7;0.12;5.62;-33.67;18.41;1000160000.0;289788000.0;1029470000.0;72081000.0;1471358000.0;816273000.0;;-710372000.0;710372000.0;Tradicional;19.85;;57000.0;Utilidade Pública;Energia Elétrica 
CEBR5;cia energética de brasilia;00070698/0001-11;1994;885;1968;CEBR6. CEBR5. CEBR3;13.38;7.04;14.77;24.81;-22.14;530.29;;7.04;14.6;20.16;-31.9;378.98;;4.6;0.94;11.15;53.38;63.06;53.18;88.45;;;0.99;;3.28;0.66;1.44;-1.47;2.9;14.28;2.91;0.23;20.37;19.43;18.3;-0.69;;-2.42;;0.7;0.12;5.62;-33.67;18.41;1000160000.0;289788000.0;1029470000.0;72081000.0;1471358000.0;816273000.0;;-710372000.0;710372000.0;Tradicional;19.85;;200000.0;Utilidade Pública;Energia Elétrica 
CEBR6;cia energética de brasilia;00070698/0001-11;1994;885;1968;CEBR6. CEBR5. CEBR3;14.55;14.84;18.59;38.18;-37.58;3669.99;;14.84;18.41;33.03;-45.4;2764.95;;5.0;1.02;11.27;53.38;63.06;53.18;88.45;;;0.99;;3.57;0.71;1.56;-1.6;3.15;14.28;2.91;0.23;20.37;19.43;18.3;-0.69;;-2.42;;0.7;0.12;5.62;-33.67;18.41;1000160000.0;289788000.0;1029470000.0;72081000.0;1471358000.0;816273000.0;;-710372000.0;710372000.0;Tradicional;19.85;;215000.0;Utilidade Pública;Energia Elétrica 
CEDO3;cedro têxtil;17245234/0001-00;1969;3539;1883;CEDO4. CEDO3;11.84;28.0;64.44;75.93;16.42;;;28.0;64.19;69.38;1.83;;;-5.79;0.91;;;-1.67;19.74;8.32;9.84;2.8;3.31;0.98;1.16;0.13;6.34;-0.31;0.1;13.07;-2.04;1.36;-15.63;24.16;;1.75;1.89;2.24;1.94;0.15;0.85;1.04;13.55;-79.39;108998000.0;337672000.0;130718000.0;10000000.0;900723000.0;522143000.0;254171000.0;228674000.0;25497000.0;Nível 1;60.55;80.00;2000.0;Consumo Cíclico;Fios e Tecidos 
CEEB3;coelba;15139629/0001-94;1994;3753;1960;CEEB6. CEEB5. CEEB3;44.0;13.4;14.35;35.5;39.27;182.26;;13.4;14.18;30.45;21.82;114.5;;7.12;1.81;10.43;76.13;11.28;30.16;23.89;29.49;5.79;7.15;2.72;3.36;0.43;-13.38;-0.56;0.8;24.32;6.18;0.54;25.4;15.49;6.09;1.97;2.96;3.66;2.14;0.24;0.76;0.87;9.22;20.45;11968217000.0;24515217000.0;6375000000.0;262096000.0;26586000000.0;5868000000.0;13612000000.0;12547000000.0;1065000000.0;Tradicional;1.05;;37000.0;Utilidade Pública;Energia Elétrica 
CEEB5;coelba;15139629/0001-94;1994;3753;1960;CEEB6. CEEB5. CEEB3;35.24;3.07;;;21.3;;;3.07;;;6.1;;;5.7;1.45;13.03;76.13;11.28;30.16;23.89;29.49;5.79;7.15;2.18;2.69;0.35;-10.71;-0.45;0.64;24.32;6.18;0.54;25.4;15.49;6.09;1.97;2.96;3.66;2.14;0.24;0.76;0.87;9.22;20.45;11968217000.0;24515217000.0;6375000000.0;262096000.0;26586000000.0;5868000000.0;13612000000.0;12547000000.0;1065000000.0;Tradicional;1.05;;5000.0;Utilidade Pública;Energia Elétrica 
CEEB6;coelba;15139629/0001-94;1994;3753;1960;CEEB6. CEEB5. CEEB3;60.68;;1.79;;;;;;1.64;;;;;9.82;2.49;8.32;76.13;11.28;30.16;23.89;29.49;5.79;7.15;3.76;4.64;0.6;-18.45;-0.77;1.11;24.32;6.18;0.54;25.4;15.49;6.09;1.97;2.96;3.66;2.14;0.24;0.76;0.87;9.22;20.45;11968217000.0;24515217000.0;6375000000.0;262096000.0;26586000000.0;5868000000.0;13612000000.0;12547000000.0;1065000000.0;Tradicional;1.05;;;Energia Elétrica;
CEED3;ceee-d;08467115/0001-00;2007;2362;2006;CEED4. CEED3;23.32;-24.53;-24.53;-43.73;-61.0;;;-24.53;-24.64;-45.83;-65.89;;;-6.59;-0.59;;;-4.58;12.71;6.59;9.69;7.97;11.71;3.11;4.58;0.23;4.35;-0.35;0.3;-39.61;-3.54;0.76;-8.94;53.69;-3.46;-0.92;4.85;7.13;-1.24;-0.39;1.39;1.17;9.61;;1592800000.0;4073979000.0;-2703520000.0;68254000.0;6974336000.0;2476010000.0;3351450000.0;2481179000.0;870271000.0;Nível 1;4.89;80.00;5000.0;Utilidade Pública;Energia Elétrica 
CEED4;ceee-d;08467115/0001-00;2007;2362;2006;CEED4. CEED3;30.0;;-14.29;-25.02;-52.0;;;;-14.42;-27.81;-58.01;;;-8.48;-0.76;;;-4.58;12.71;6.59;9.69;7.97;11.71;4.01;5.89;0.29;5.6;-0.46;0.39;-39.61;-3.54;0.76;-8.94;53.69;-3.46;-0.92;4.85;7.13;-1.24;-0.39;1.39;1.17;9.61;;1592800000.0;4073979000.0;-2703520000.0;68254000.0;6974336000.0;2476010000.0;3351450000.0;2481179000.0;870271000.0;Nível 1;4.89;;3000.0;Utilidade Pública;Energia Elétrica 
CEPE5;celpe;10835932/0001-08;1994;2259;1965;CEPE6. CEPE5. CEPE3;40.12;0.02;0.3;;116.51;;;0.02;0.15;;89.38;;;26.03;1.88;1.35;1.91;1.41;19.73;12.27;16.93;11.43;15.77;2.17;3.0;0.23;9.33;-0.31;0.37;21.39;1.54;0.62;7.21;10.5;0.88;4.33;5.02;6.92;4.67;0.12;0.88;1.1;7.69;0.55;8832096000.0;15740096000.0;1596000000.0;74612000.0;13075000000.0;3397000000.0;7452000000.0;6908000000.0;544000000.0;Tradicional;0.0;;6000.0;Utilidade Pública;Energia Elétrica 
CEPE6;celpe;10835932/0001-08;1994;2259;1965;CEPE6. CEPE5. CEPE3;43.0;7.21;;79.86;135.17;596.01;259.25;7.21;-0.15;73.16;105.7;428.92;100.5;27.9;2.01;1.39;1.91;1.41;19.73;12.27;16.93;11.43;15.77;2.33;3.21;0.25;9.99;-0.33;0.39;21.39;1.54;0.62;7.21;10.5;0.88;4.33;5.02;6.92;4.67;0.12;0.88;1.1;7.69;0.55;8832096000.0;15740096000.0;1596000000.0;74612000.0;13075000000.0;3397000000.0;7452000000.0;6908000000.0;544000000.0;Tradicional;0.0;;6000.0;Utilidade Pública;Energia Elétrica 
CESP3;cesp;60933603/0001-78;1971;627;1966;CESP6. CESP5. CESP3;25.55;;;9.14;-8.78;151.81;188.93;;;5.08;-20.21;91.36;61.26;3.2;0.81;;2315.54;129.48;35.39;48.13;-68.75;-6.65;9.5;-6.02;8.6;0.5;14.32;-0.58;4.14;31.49;7.99;0.12;25.38;7.57;1.03;0.09;-0.69;0.99;0.22;0.62;0.38;1.39;4.34;-10.26;8274901000.0;9239637000.0;10311837000.0;327502000.0;16610049000.0;2095632000.0;2273659000.0;964736000.0;1308923000.0;Nível 1;0.0;80.00;282000.0;Utilidade Pública;Energia Elétrica 
CESP5;cesp;60933603/0001-78;1971;627;1966;CESP6. CESP5. CESP3;25.0;;;;-17.4;105.15;255.34;;;;-27.75;55.9;98.32;3.13;0.79;;2315.54;129.48;35.39;48.13;-68.75;-6.65;9.5;-5.89;8.42;0.49;14.01;-0.56;4.05;31.49;7.99;0.12;25.38;7.57;1.03;0.09;-0.69;0.99;0.22;0.62;0.38;1.39;4.34;-10.26;8274901000.0;9239637000.0;10311837000.0;327502000.0;16610049000.0;2095632000.0;2273659000.0;964736000.0;1308923000.0;Nível 1;0.0;;;Energia Elétrica;
CESP6;cesp;60933603/0001-78;1971;627;1966;CESP6. CESP5. CESP3;25.25;9.97;19.72;-2.75;8.92;69.69;42.57;9.97;19.54;-6.37;-4.73;28.95;-20.43;3.16;0.8;;2315.54;129.48;35.39;48.13;-68.75;-6.65;9.5;-5.95;8.5;0.5;14.15;-0.57;4.09;31.49;7.99;0.12;25.38;7.57;1.03;0.09;-0.69;0.99;0.22;0.62;0.38;1.39;4.34;-10.26;8274901000.0;9239637000.0;10311837000.0;327502000.0;16610049000.0;2095632000.0;2273659000.0;964736000.0;1308923000.0;Nível 1;0.0;;71234000.0;Utilidade Pública;Energia Elétrica 
CFLP3;cfl;08117803/0001-32;2020;;;CFLP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CGAS3;comgás;61856571/0001-17;1996;1091;1872;CGAS5. CGAS3;121.0;-1.62;-2.1;;-3.59;205.28;689.44;-1.62;-2.25;;-15.67;131.99;340.6;29.18;-90.36;9.69;289.1;3.1;20.22;16.12;19.03;6.44;7.6;4.76;5.62;1.24;-29.16;-2.02;0.91;-1.34;4.15;1.36;-309.63;20.79;4.23;-30.75;1.62;1.91;-41.15;-0.01;1.01;0.9;20.95;-16.32;16236455000.0;21693674000.0;-177455000.0;132520000.0;12981456000.0;5024675000.0;7302782000.0;5457219000.0;1845563000.0;Nível 1;0.86;;50000.0;Utilidade Pública;Gás 
CGAS5;comgás;61856571/0001-17;1996;1091;1872;CGAS5. CGAS3;128.03;0.1;1.37;16.01;1.36;228.25;688.27;0.1;1.22;11.69;-11.34;149.45;339.95;30.88;-95.61;10.1;289.1;3.1;20.22;16.12;19.03;6.44;7.6;5.03;5.94;1.31;-30.85;-2.13;0.96;-1.34;4.15;1.36;-309.63;20.79;4.23;-30.75;1.62;1.91;-41.15;-0.01;1.01;0.9;20.95;-16.32;16236455000.0;21693674000.0;-177455000.0;132520000.0;12981456000.0;5024675000.0;7302782000.0;5457219000.0;1845563000.0;Nível 1;0.86;;624300000.0;Utilidade Pública;Gás 
CGRA3;grazziotin;92012467/0001-70;1979;2528;1950;CGRA4. CGRA3;28.85;-0.89;-2.2;5.23;-6.52;75.05;220.79;-0.89;-2.35;1.31;-18.23;33.03;79.04;5.28;0.66;2.15;61.6;15.74;54.13;10.32;;;6.31;;8.04;0.47;1.84;-0.83;0.83;43.44;5.47;0.56;12.58;6.48;8.84;-0.16;;-1.92;;0.7;0.3;2.36;7.79;14.56;572638000.0;439176000.0;842863000.0;19401000.0;1199359000.0;525872000.0;;-133462000.0;133462000.0;Tradicional;56.87;100.00;79000.0;Consumo Cíclico;Tecidos  Vestuário e Calçados 
CGRA4;grazziotin;92012467/0001-70;1979;2528;1950;CGRA4. CGRA3;29.99;3.41;3.95;11.53;-1.8;82.8;245.25;3.41;3.79;7.38;-14.11;38.92;92.69;5.49;0.69;4.19;61.6;15.74;54.13;10.32;;;6.31;;8.36;0.49;1.92;-0.86;0.86;43.44;5.47;0.56;12.58;6.48;8.84;-0.16;;-1.92;;0.7;0.3;2.36;7.79;14.56;572638000.0;439176000.0;842863000.0;19401000.0;1199359000.0;525872000.0;;-133462000.0;133462000.0;Tradicional;56.87;0.10;544000.0;Consumo Cíclico;Tecidos  Vestuário e Calçados 
CIEL3;cielo;01027058/0001-91;2009;3278;1995;CIEL3;4.5;-1.75;-10.21;15.73;41.34;-66.11;-57.77;-1.75;-10.34;11.42;23.63;-74.25;-76.43;7.33;1.09;6.67;48.89;15.88;44.49;28.55;37.61;4.13;5.44;3.1;4.08;0.12;0.92;-0.95;1.16;4.12;0.61;0.1;14.88;13.41;1.99;0.36;1.03;1.36;0.57;0.11;0.86;1.18;-2.12;-9.92;12225667000.0;16307294000.0;11203364000.0;2716815000.0;100074287000.0;87153765000.0;6432719000.0;4081627000.0;2351092000.0;Novo Mercado;40.32;100.00;176285000.0;Financeiro;Serviços Financeiros Diversos 
CLSA3;clear sale;03802115/0001-98;;;;CLSA3;5.53;-22.77;-6.9;;;;;-22.77;-7.04;;;;;-67.47;1.42;;;-2.91;39.23;-10.48;;;-11.21;;-18.75;1.16;2.15;-3.82;1.97;3.88;-0.08;0.59;-2.11;-9.3;-1.71;-0.57;;7.54;0.07;0.81;0.19;4.39;;;1039231000.0;621131000.0;729900000.0;187926000.0;899200000.0;627100000.0;50500000.0;-418100000.0;468600000.0;Nível 1;28.08;100.00;79453000.0;Telecomunicações;Telecomunicações 
CLSC3;celesc;83878892/0001-55;1973;3348;1955;CLSC4. CLSC3;58.0;11.54;24.11;11.24;;152.15;;11.54;23.92;7.1;;91.62;;4.49;0.73;1.37;16.21;4.98;12.32;7.64;10.47;3.16;4.33;2.13;2.92;0.19;-13.36;-0.28;0.22;79.21;12.93;0.85;16.32;12.99;4.24;0.32;0.94;1.29;0.61;0.26;0.74;0.96;5.49;24.76;2328869000.0;3314356000.0;3055365000.0;38571000.0;11761637000.0;3896873000.0;1863685000.0;985487000.0;878198000.0;Nível 2;75.46;100.00;17000.0;Utilidade Pública;Energia Elétrica 
CLSC4;celesc;83878892/0001-55;1973;3348;1955;CLSC4. CLSC3;61.98;11.39;28.19;21.33;-2.28;175.66;530.9;11.39;28.0;16.81;-14.53;109.48;252.12;4.79;0.78;1.41;16.21;4.98;12.32;7.64;10.47;3.16;4.33;2.28;3.12;0.2;-14.27;-0.3;0.24;79.21;12.93;0.85;16.32;12.99;4.24;0.32;0.94;1.29;0.61;0.26;0.74;0.96;5.49;24.76;2328869000.0;3314356000.0;3055365000.0;38571000.0;11761637000.0;3896873000.0;1863685000.0;985487000.0;878198000.0;Nível 2;75.46;100.00;115000.0;Utilidade Pública;Energia Elétrica 
CMIG3;cemig;17155730/0001-64;1971;6153;1952;CMIG4. CMIG3;18.01;-3.94;-5.97;18.59;78.05;387.09;157.77;-3.94;-6.11;14.17;55.74;270.16;43.87;9.82;1.74;4.73;65.36;11.26;17.01;14.18;18.05;6.03;7.67;6.13;7.8;0.73;18.73;-0.97;1.11;10.35;1.83;0.66;17.71;15.04;7.46;0.32;1.13;1.44;0.45;0.42;0.58;1.19;9.99;18.31;31688895000.0;39011107000.0;22791065000.0;2201370000.0;54085360000.0;13138051000.0;10279317000.0;7322212000.0;2957105000.0;Nível 1;81.9;80.00;21500000.0;Utilidade Pública;Energia Elétrica 
CMIG4;cemig;17155730/0001-64;1971;6153;1952;CMIG4. CMIG3;12.58;0.6;3.72;31.87;65.14;243.95;118.09;0.6;3.56;26.96;44.45;161.38;21.72;6.86;1.22;8.98;65.36;11.26;17.01;14.18;18.05;6.03;7.67;4.28;5.45;0.51;13.09;-0.68;0.77;10.35;1.83;0.66;17.71;15.04;7.46;0.32;1.13;1.44;0.45;0.42;0.58;1.19;9.99;18.31;31688895000.0;39011107000.0;22791065000.0;2201370000.0;54085360000.0;13138051000.0;10279317000.0;7322212000.0;2957105000.0;Nível 1;81.9;;121402000.0;Utilidade Pública;Energia Elétrica 
CMIN3;csn mineração sa;08902291/0001-15;;;;CMIN3;4.21;-5.82;-8.43;46.37;-38.58;;;-5.82;-8.57;40.92;-46.28;;;8.47;1.91;21.62;183.13;19.63;44.53;27.57;34.79;4.58;5.78;4.78;6.03;0.82;2.79;-1.48;1.66;2.2;0.5;0.49;22.56;14.3;9.7;-0.08;-0.2;-0.25;0.69;0.43;0.57;2.95;;;23093276000.0;22132259000.0;12089843000.0;5485338000.0;28099792000.0;12541976000.0;8290000000.0;-961017000.0;9251017000.0;Nível 1;20.25;100.00;69421000.0;Materiais Básicos;Minerais Metálicos 
CMSA3;cims sa;00272185/0001-93;1995;;1994;CMSA4. CMSA3;16.19;;;;;;;;;;;;;-3581.53;22444.14;;;;;;;;-3701.47;;-3496.75;21970.34;24018.05;-342501.11;;;;;-626.66;-641.86;-613.43;-0.96;;0.15;;0.98;0.02;44.33;;;883575000.0;883539000.0;37000.0;51554000.0;37000.0;35000.0;;-35000.0;35000.0;Tradicional;0.0;;;Outros;
CMSA4;cims sa;00272185/0001-93;1995;;1994;CMSA4. CMSA3;17.7;;;;-33.21;;;;;;-41.58;;;-3915.57;24537.45;;;;;;;;-3701.47;;-3822.89;24019.46;26258.15;-374445.32;;;;;-626.66;-641.86;-613.43;-0.96;;0.15;;0.98;0.02;44.33;;;883575000.0;883539000.0;37000.0;51554000.0;37000.0;35000.0;;-35000.0;35000.0;Tradicional;0.0;;;Outros;
CNSY3;cinesystem sa;07437016/0001-05;2016;595;2005;CNSY3;30.22;;;;;;;;-0.15;;;;;-80.54;-23.55;;;-8.83;17.49;6.67;;;125.98;;106.71;5.26;-23.78;-5.81;7.12;-1.28;-0.38;0.74;-29.24;3.28;-6.53;-4.25;;19.26;-4.34;-0.22;1.22;0.3;2.84;;935885000.0;1104820000.0;-39740000.0;30969000.0;177848000.0;16835000.0;172435000.0;168935000.0;3500000.0;Tradicional;0.0;;;Produção e Difusão de Filmes e Programas;
COCE3;coelce;07047251/0001-70;1995;1222;1971;COCE6. COCE5. COCE3;50.01;;-12.26;;-33.59;;73.83;;-12.39;;-41.91;;-2.98;6.4;0.97;1.08;24.86;6.94;17.17;14.42;19.53;4.81;6.51;2.27;3.08;0.31;-3.72;-0.4;0.44;51.7;7.82;0.7;15.12;12.22;4.85;1.19;2.81;3.8;1.24;0.32;0.68;0.73;11.43;10.79;3425584000.0;8231643000.0;4025309000.0;77855000.0;12557318000.0;2836639000.0;4976726000.0;4806059000.0;170667000.0;Tradicional;25.95;;8000.0;Utilidade Pública;Energia Elétrica 
COCE5;coelce;07047251/0001-70;1995;1222;1971;COCE6. COCE5. COCE3;54.5;-0.47;13.19;18.16;-3.85;34.16;92.13;-0.47;13.02;13.76;-15.9;1.95;7.23;6.97;1.05;0.99;24.86;6.94;17.17;14.42;19.53;4.81;6.51;2.48;3.36;0.34;-4.05;-0.44;0.48;51.7;7.82;0.7;15.12;12.22;4.85;1.19;2.81;3.8;1.24;0.32;0.68;0.73;11.43;10.79;3425584000.0;8231643000.0;4025309000.0;77855000.0;12557318000.0;2836639000.0;4976726000.0;4806059000.0;170667000.0;Tradicional;25.95;;945000.0;Utilidade Pública;Energia Elétrica 
COCE6;coelce;07047251/0001-70;1995;1222;1971;COCE6. COCE5. COCE3;14.1;;;;;;;;-0.15;;;;;1.8;0.27;3.83;24.86;6.94;17.17;14.42;19.53;4.81;6.51;0.64;0.87;0.09;-1.05;-0.11;0.13;51.7;7.82;0.7;15.12;12.22;4.85;1.19;2.81;3.8;1.24;0.32;0.68;0.73;11.43;10.79;3425584000.0;8231643000.0;4025309000.0;77855000.0;12557318000.0;2836639000.0;4976726000.0;4806059000.0;170667000.0;Tradicional;25.95;;;Energia Elétrica;
COGN3;cogna on;02800026/0001-40;1998;30877;1998;COGN3;3.18;-0.62;57.43;33.05;-25.7;-70.99;-88.0;-0.62;57.19;28.1;-35.01;-77.95;-93.3;-12.92;0.49;;;-8.81;63.38;8.28;19.18;5.52;12.79;5.93;13.73;0.23;3.97;-0.28;1.14;6.51;-0.25;0.2;-3.78;3.32;-1.85;-0.03;-0.41;-0.94;;0.47;0.49;1.49;-2.85;;5967607000.0;5557173000.0;12220694000.0;1876606000.0;25825690000.0;4587115000.0;;-410434000.0;410434000.0;Novo Mercado;96.75;100.00;229454000.0;Consumo Cíclico;Serviços Educacionais 
CORR4;correa ribeiro sa comercio e industria;15101405/0001-93;1977;23;1966;CORR4. CORR3;;-0.32;-0.32;;;;;-0.32;-0.47;-3.72;;;;;;7639.48;22.47;;;;;;-1.59;;;;;-0.01;;263.09;333.23;;126.66;83.02;40.67;-2.13;;-1.59;;0.32;0.68;3.32;-100.0;;15000.0;-12982000.0;6095000.0;23000.0;18983000.0;14960000.0;;-12998000.0;12998000.0;Tradicional;72.65;;;Exploração de Imóveis;
CPFE3;cpfl energia;02429144/0001-93;2000;13439;1998;CPFE3;35.48;13.83;13.78;23.02;73.93;140.98;183.79;13.83;13.61;18.44;52.13;83.13;58.39;7.31;2.29;7.45;29.02;14.01;31.97;27.69;32.95;3.7;4.41;3.11;3.7;0.56;21.5;-0.74;1.02;15.49;4.85;0.55;31.32;28.45;7.88;0.44;0.59;0.71;0.72;0.25;0.74;1.13;7.24;21.38;40881987000.0;48677892000.0;17851466000.0;1152254000.0;72470214000.0;16948216000.0;12867400000.0;7795905000.0;5071495000.0;Novo Mercado;16.29;100.00;64754000.0;Utilidade Pública;Energia Elétrica 
CPLE11;copel;76483817/0001-20;1994;7696;1954;CPLE11. CPLE5. CPLE6. CPLE3;40.4;3.62;5.51;25.56;;;;3.62;5.35;20.88;;;;20.58;1.03;4.46;96.75;4.91;22.95;13.53;19.63;12.19;17.68;5.15;7.47;0.42;8.5;-0.51;1.01;39.18;1.96;0.41;5.01;7.52;2.1;0.55;2.75;3.99;0.69;0.4;0.59;1.35;7.93;-9.13;40523174000.0;52338333000.0;21443824000.0;2736553000.0;53064463000.0;9962522000.0;14726703000.0;11815159000.0;2911544000.0;Nível 1;68.93;100.00;1059612000.0;Utilidade Pública;Energia Elétrica 
CPLE3;copel;76483817/0001-20;1994;7696;1954;CPLE11. CPLE5. CPLE6. CPLE3;7.83;2.49;12.18;28.49;70.71;528.23;626.57;2.49;12.01;23.71;49.32;377.41;305.51;19.95;1.0;4.26;96.75;4.91;22.95;13.53;19.63;12.19;17.68;4.99;7.24;0.4;8.24;-0.5;0.98;7.84;0.39;0.41;5.01;7.52;2.1;0.55;2.75;3.99;0.69;0.4;0.59;1.35;7.93;-9.13;40523174000.0;52338333000.0;21443824000.0;2736553000.0;53064463000.0;9962522000.0;14726703000.0;11815159000.0;2911544000.0;Nível 1;68.93;0.10;489506000.0;Utilidade Pública;Energia Elétrica 
CPLE5;copel;76483817/0001-20;1994;7696;1954;CPLE11. CPLE5. CPLE6. CPLE3;30.21;18.47;4.28;36.34;-20.52;1998.65;3714.2;18.47;4.12;31.26;-30.48;1494.84;2028.77;76.96;3.86;1.49;96.75;4.91;22.95;13.53;19.63;12.19;17.68;19.26;27.93;1.56;31.8;-1.92;3.78;7.84;0.39;0.41;5.01;7.52;2.1;0.55;2.75;3.99;0.69;0.4;0.59;1.35;7.93;-9.13;40523174000.0;52338333000.0;21443824000.0;2736553000.0;53064463000.0;9962522000.0;14726703000.0;11815159000.0;2911544000.0;Nível 1;68.93;100.00;13000.0;Utilidade Pública;Energia Elétrica 
CPLE6;copel;76483817/0001-20;1994;7696;1954;CPLE11. CPLE5. CPLE6. CPLE3;8.15;3.43;5.03;25.93;68.91;479.07;341.37;3.43;4.87;21.24;47.74;340.06;146.34;20.76;1.04;4.51;96.75;4.91;22.95;13.53;19.63;12.19;17.68;5.19;7.53;0.42;8.58;-0.52;1.02;7.84;0.39;0.41;5.01;7.52;2.1;0.55;2.75;3.99;0.69;0.4;0.59;1.35;7.93;-9.13;40523174000.0;52338333000.0;21443824000.0;2736553000.0;53064463000.0;9962522000.0;14726703000.0;11815159000.0;2911544000.0;Nível 1;68.93;100.00;79958000.0;Utilidade Pública;Energia Elétrica 
CPRE3;cpfl energias renováveis;08439659/0001-50;2007;538;2006;CPRE3;18.23;;;8.51;21.29;43.21;;;-0.15;4.47;6.09;8.83;;7.77;1.8;;;46.81;55.52;42.6;59.38;6.22;8.67;6.12;8.54;0.92;-4712.52;-1.07;3.64;10.13;2.35;0.25;23.17;14.91;5.13;0.03;0.09;0.13;0.18;0.51;0.48;1.0;8.98;38.35;10824655000.0;10992443000.0;6013889000.0;593782000.0;11735173000.0;1594923000.0;1085826000.0;167788000.0;918038000.0;Novo Mercado;0.0;100.00;;Energia Elétrica;
